keyword,total_search_volume,naver_total,naver_mobile,naver_pc,google_monthly_average,naver_competition,google_competition,google_competition_index,google_bid_low_krw,google_bid_high_krw,google_search_volume_2025_07,google_search_volume_2025_08,google_search_volume_2025_09,google_search_volume_2025_10,google_search_volume_2025_11,google_search_volume_2025_12,google_search_volume_2026_01,google_search_volume_2026_02,google_search_volume_2026_03,google_search_volume_2026_04,google_search_volume_2026_05,google_search_volume_2026_06,source_coverage,in_lesson_segment,in_local_segment,in_audience_segment,in_jobs_segment,in_parent_segment,in_naver_discovered_segment
코스트코 야마하 ydp s34,20,10,5,5,10,낮음,정보없음,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,google+naver,0,0,0,0,0,0
88 건반 중고,20,10,5,5,10,높음,높음,100,0,0,10,0,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
fp30 중고,20,10,5,5,10,높음,낮음,29,0,0,10,0,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
m audio hammer 88 중고,20,10,5,5,10,중간,정보없음,0,0,0,10,10,20,10,10,10,10,10,10,10,10,0,google+naver,0,0,0,0,0,0
p115 중고,20,10,5,5,10,낮음,중간,62,0,0,10,10,10,0,10,10,10,10,10,10,0,10,google+naver,0,0,0,0,0,0
건반 중고,20,10,5,5,10,높음,중간,41,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
낙원 상가 중고 디지털 피아노,20,10,5,5,10,높음,정보없음,0,0,0,10,10,10,0,0,0,10,10,10,10,10,0,google+naver,0,0,0,0,0,0
삼익 디지털 피아노 중고,20,10,5,5,10,높음,낮음,0,0,0,10,10,10,0,10,0,10,10,10,10,0,10,google+naver,0,0,0,0,0,0
스타 인 웨이 그랜드 피아노 중고,20,10,5,5,10,높음,중간,43,0,0,10,10,10,10,10,10,10,10,10,0,10,10,google+naver,0,0,0,0,0,0
영창 삼익,20,10,5,5,10,낮음,낮음,4,0,0,10,10,10,10,10,10,20,10,10,10,10,10,google+naver,0,0,0,0,0,0
영창 피아노 u 121 가격,20,10,5,5,10,낮음,중간,57,0,0,20,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
전자 피아노 88 건반 중고,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,0,10,10,10,0,10,10,10,10,0,google+naver,0,0,0,0,0,0
중고 나라 피아노,20,10,5,5,10,높음,높음,75,0,0,0,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
중고 디지털 피아노 가격,20,10,5,5,10,높음,높음,100,0,0,10,0,0,0,10,10,10,10,0,10,10,10,google+naver,0,0,0,0,0,0
카시오 cdp 135 중고,20,10,5,5,10,낮음,낮음,0,0,0,0,0,10,10,10,10,10,0,0,0,0,10,google+naver,0,0,0,0,0,0
커즈와일 ka120 중고,20,10,5,5,10,높음,중간,48,0,0,10,0,10,0,0,10,10,10,0,0,10,10,google+naver,0,0,0,0,0,0
피아노 중고 사이트,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,10,10,0,10,10,10,10,0,google+naver,0,0,0,0,0,0
업라이트 피아노 조율,20,10,5,5,10,높음,낮음,4,0,0,10,20,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
가을 피아노 곡,20,10,5,5,10,낮음,낮음,0,0,0,10,10,20,50,40,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
가장 빠른 피아노 곡,20,10,5,5,10,낮음,낮음,0,0,0,20,10,10,10,20,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
가장 치기 어려운 피아노 곡,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,20,20,10,google+naver,0,0,0,0,0,0
듣기 좋은 피아노,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
디 셈버 피아노 곡,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
무서운 피아노 곡,20,10,5,5,10,낮음,낮음,0,0,0,10,10,0,10,10,10,20,20,10,30,20,20,google+naver,0,0,0,0,0,0
발라드 피아노 곡,20,10,5,5,10,낮음,낮음,0,0,0,20,20,20,10,10,0,10,0,10,0,10,10,google+naver,0,0,0,0,0,0
밝은 연주곡,20,10,5,5,10,낮음,정보없음,0,0,0,0,10,0,10,0,0,0,0,10,0,0,0,google+naver,0,0,0,0,0,0
밝은 피아노 연주곡,20,10,5,5,10,낮음,낮음,0,0,0,10,20,30,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
사람 이 못 치는 피아노 곡,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
세상 에서 제일 어려운 피아노,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
쇼팽 쉬운 곡,20,10,5,5,10,낮음,낮음,0,0,0,20,10,10,20,10,20,10,20,10,10,20,10,google+naver,0,0,0,0,0,0
신나는 피아노 음악,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,20,google+naver,0,0,0,0,0,0
인기 많은 피아노 곡,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
인기 피아노 곡,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
인싸 피아노,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,0,10,10,0,0,10,10,0,google+naver,0,0,0,0,0,0
재밌는 피아노 곡,20,10,5,5,10,낮음,낮음,0,0,0,20,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
좋은 피아노 곡 추천,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
좋은 피아노 노래,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
짧은 피아노 곡,20,10,5,5,10,낮음,낮음,0,0,0,10,0,10,10,10,10,10,10,20,10,10,10,google+naver,0,0,0,0,0,0
천원 짜리 변호사 피아노 곡,20,10,5,5,10,낮음,낮음,0,0,0,0,0,10,10,0,0,0,0,10,0,0,10,google+naver,0,0,0,0,0,0
추천 피아노 곡,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 곡 듣기,20,10,5,5,10,낮음,낮음,0,0,0,10,10,0,10,0,10,0,0,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 로 듣는 발라드 인기 가요 45 곡,20,10,5,5,10,낮음,정보없음,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,google+naver,0,0,0,0,0,0
피아노 로 치기 좋은 가요,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,20,google+naver,0,0,0,0,0,0
피아노 솔로 곡,20,10,5,5,10,낮음,낮음,0,0,0,10,10,20,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 송,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 좋은 노래,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,20,20,10,google+naver,0,0,0,0,0,0
피아노 치기 좋은 노래,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 학원 에서 많이 치는 곡,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,20,10,10,20,30,10,google+naver,1,0,0,0,0,0
학예회 피아노 곡 추천,20,10,5,5,10,낮음,낮음,0,0,0,10,10,20,40,30,20,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
쉬운 피아노 치기,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,0,10,10,0,10,10,google+naver,0,0,0,0,0,0
아이브 신곡 악보,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,10,0,0,10,0,10,0,0,google+naver,0,0,1,0,0,0
어벤져 스 ost 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
원 슈타인 회전 목마 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,10,0,0,0,0,0,0,10,10,10,0,google+naver,0,0,0,0,0,0
이무진 신호등 무료 악보,20,10,5,5,10,낮음,낮음,0,0,0,30,20,20,20,30,10,10,0,0,10,0,10,google+naver,0,0,0,0,0,0
인생 의 회전 목마 쉬운 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,20,10,10,10,10,10,20,10,10,30,10,10,google+naver,0,0,0,0,0,0
인생 의 회전 목마 피아노 쉬운 악보,20,10,5,5,10,낮음,낮음,0,0,0,20,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
잉크 샌즈 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
제일 쉬운 피아노 악보,20,10,5,5,10,낮음,낮음,2,0,0,20,10,10,10,20,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
페이 폰 악보,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 로 치기 쉬운 노래,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 쉬운 가요,20,10,5,5,10,높음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
하울 의 움직이는 성 쉬운 피아노 악보,20,10,5,5,10,낮음,낮음,1,0,0,10,10,10,10,10,10,10,10,10,20,10,10,google+naver,0,0,0,0,0,0
회전 목마 쉬운 피아노 악보,20,10,5,5,10,낮음,정보없음,0,0,0,0,0,10,10,0,10,0,0,0,10,0,0,google+naver,0,0,0,0,0,0
가을 피아노 연주,20,10,5,5,10,낮음,낮음,0,0,0,0,10,10,10,10,10,0,0,0,0,0,10,google+naver,0,0,0,0,0,0
공부 피아노 음악,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
길거리 피아노 연주,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,0,google+naver,0,0,0,0,0,0
동요 피아노 연주,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,0,10,10,google+naver,0,0,0,0,1,0
동요 피아노 연주곡,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,0,google+naver,0,0,0,0,1,0
스타 인 웨이 스피 리오,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,20,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
신나는 ccm 피아노,20,10,5,5,10,낮음,낮음,0,0,0,20,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
신나는 피아노 연주,20,10,5,5,10,낮음,낮음,0,0,0,20,20,10,10,30,10,20,10,10,10,10,10,google+naver,0,0,0,0,0,0
아이유 피아노 연주곡,20,10,5,5,10,낮음,낮음,0,0,0,0,10,10,10,10,10,10,10,0,10,10,10,google+naver,0,0,1,0,0,0
야마하 자동 연주 피아노,20,10,5,5,10,높음,중간,50,0,0,10,10,20,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
유키 구라모토 피아노 연주곡,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,0,0,10,google+naver,0,0,0,0,0,0
유튜브 피아노 연주 저작권,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,10,10,10,10,10,0,10,0,google+naver,0,0,0,0,0,0
은파 피아노 연주,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,30,google+naver,0,0,0,0,0,0
이해인 연주,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,10,10,10,10,10,0,10,0,google+naver,0,0,0,0,0,0
이해인 피아노 연주,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,20,20,10,20,10,10,10,10,google+naver,0,0,0,0,0,0
자동 연주,20,10,5,5,10,중간,낮음,0,0,0,10,10,10,10,10,10,20,10,10,10,10,10,google+naver,0,0,0,0,0,0
재즈 피아노 연주,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,20,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
전자 오르간 연주법,20,10,5,5,10,낮음,낮음,0,0,0,10,0,10,10,10,10,0,0,10,10,10,10,google+naver,0,0,0,0,0,0
조용한 피아노 찬양,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
찬송가 피아노 연주곡,20,10,5,5,10,낮음,낮음,0,0,0,10,40,30,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
컴퓨터 로 피아노 연주,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,10,10,10,10,0,10,10,0,google+naver,0,0,0,0,0,0
컴퓨터 키보드 로 피아노,20,10,5,5,10,낮음,낮음,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
컴퓨터 피아노 연주,20,10,5,5,10,높음,정보없음,0,0,0,0,10,10,0,10,10,10,10,10,10,10,0,google+naver,0,0,0,0,0,0
크리스마스 피아노 음악,20,10,5,5,10,낮음,정보없음,0,0,0,0,0,10,10,10,20,0,0,0,10,0,0,google+naver,0,0,0,0,0,0
클래식 피아노 연주,20,10,5,5,10,높음,낮음,4,0,0,10,20,20,10,10,10,10,10,10,10,30,20,google+naver,0,0,0,0,0,0
키보드 피아노 연주,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
토이 연주곡,20,10,5,5,10,낮음,낮음,0,0,0,0,10,0,10,0,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 가요 연주,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,0,0,0,10,10,0,10,0,10,google+naver,0,0,0,0,0,0
피아노 듣기,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,20,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 연주 가요,20,10,5,5,10,낮음,낮음,0,0,0,0,10,10,10,10,10,10,0,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 연주 노래,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,0,10,10,10,0,10,10,10,google+naver,0,0,0,0,0,0
피아노 연주 음악,20,10,5,5,10,낮음,낮음,2,0,0,0,0,10,10,10,0,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 연주곡 가요,20,10,5,5,10,낮음,낮음,0,0,0,10,20,20,10,10,20,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 음악 노래,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 음악 다운로드,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 자동 연주,20,10,5,5,10,높음,낮음,2,0,0,10,10,20,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 찬송가 연주,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,0,10,10,20,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 축주,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,0,10,10,10,10,0,10,0,0,google+naver,0,0,0,0,0,0
16 비트 메트로놈,20,10,5,5,10,중간,낮음,3,0,0,10,20,10,10,10,10,20,10,20,10,10,10,google+naver,0,0,0,0,0,0
horugel 피아노,20,10,5,5,10,낮음,중간,33,0,0,10,0,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
가운데 페달,20,10,5,5,10,중간,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
디지털 피아노 용 헤드폰,20,10,5,5,10,높음,높음,89,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
메트로놈 비트,20,10,5,5,10,높음,낮음,13,0,0,10,20,10,10,10,10,10,10,10,10,20,10,google+naver,0,0,0,0,0,0
야마하 p125 헤드폰,20,10,5,5,10,낮음,중간,57,0,0,0,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
중고 피아노 의자,20,10,5,5,10,높음,높음,100,0,0,10,10,0,0,10,10,0,10,10,10,10,10,google+naver,0,0,0,0,0,0
프로툴 메트로놈,20,10,5,5,10,낮음,낮음,0,0,0,10,10,20,10,10,10,20,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 의자 가격,20,10,5,5,10,높음,높음,77,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 중간 페달,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,20,10,google+naver,0,0,0,0,0,0
피아노 페달 나무 위키,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
ka 50 커즈와일,20,10,5,5,10,높음,정보없음,0,0,0,10,10,10,0,0,10,10,0,10,10,10,0,google+naver,0,0,0,0,0,0
ka120 리뷰,20,10,5,5,10,낮음,정보없음,0,0,0,10,0,0,0,0,10,0,0,0,10,0,0,google+naver,0,0,0,0,0,0
ka90 커즈와일,20,10,5,5,10,높음,높음,86,0,0,10,10,10,10,0,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
p45 야마하,20,10,5,5,10,높음,높음,100,0,0,10,10,10,10,0,0,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
pc4 커즈와일,20,10,5,5,10,낮음,높음,86,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
sp6 커즈와일,20,10,5,5,10,낮음,낮음,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
가와이 악기,20,10,5,5,10,낮음,낮음,7,0,0,10,0,0,0,10,10,0,10,10,0,10,10,google+naver,0,0,0,0,0,0
다이나톤 ch 500,20,10,5,5,10,높음,정보없음,0,0,0,0,10,0,0,10,10,10,0,10,0,10,0,google+naver,0,0,0,0,0,0
다이나톤 dck 49,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
다이나톤 dck 61,20,10,5,5,10,낮음,중간,63,0,0,10,10,10,10,20,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
다이나톤 dhp 500,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,10,10,0,0,10,10,0,10,0,google+naver,0,0,0,0,0,0
다이나톤 디지털 피아노 추천,20,10,5,5,10,높음,높음,100,0,0,10,10,10,10,0,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
다이나톤 마스터 키보드,20,10,5,5,10,낮음,중간,62,0,0,10,10,10,10,10,10,10,0,0,0,10,10,google+naver,0,0,0,0,0,0
롤랜드 fp10 fp 30,20,10,5,5,10,낮음,낮음,8,0,0,10,10,10,10,10,10,10,10,10,10,0,10,google+naver,0,0,0,0,0,0
뵈젠 도르 퍼 스타 인 웨이,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
스타 인 웨이 479,20,10,5,5,10,낮음,낮음,14,0,0,0,10,10,0,0,10,0,0,0,0,0,10,google+naver,0,0,0,0,0,0
스타 인 웨이 구입,20,10,5,5,10,낮음,정보없음,0,0,0,10,0,10,10,0,10,0,0,0,0,10,0,google+naver,0,0,0,0,0,0
신디사이저 커즈와일,20,10,5,5,10,높음,낮음,25,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
야마하 nu1,20,10,5,5,10,높음,낮음,0,0,0,10,10,10,10,0,10,10,10,0,10,0,10,google+naver,0,0,0,0,0,0
야마하 p45 p125,20,10,5,5,10,낮음,정보없음,0,0,0,0,0,10,0,10,10,0,10,10,0,10,0,google+naver,0,0,0,0,0,0
야마하 s54,20,10,5,5,10,높음,낮음,29,0,0,10,0,10,0,10,0,0,0,0,10,10,10,google+naver,0,0,0,0,0,0
야마하 사일런트 피아노 가격,20,10,5,5,10,높음,낮음,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
야마하 사일런트 피아노 후기,20,10,5,5,10,낮음,낮음,4,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
야마하 자동 피아노,20,10,5,5,10,낮음,중간,60,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
야마하 키보드 종류,20,10,5,5,10,낮음,높음,100,0,0,10,20,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
야마하 피아노 나무 위키,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,0,10,10,0,10,10,10,10,google+naver,0,0,0,0,0,0
커즈와일 ka50 리뷰,20,10,5,5,10,낮음,중간,52,0,0,10,10,20,10,20,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
커즈와일 pc2x 가격,20,10,5,5,10,낮음,낮음,11,0,0,20,20,20,10,20,10,10,10,20,10,10,10,google+naver,0,0,0,0,0,0
커즈와일 sp1 리뷰,20,10,5,5,10,낮음,높음,71,0,0,10,0,10,10,10,10,0,10,0,10,0,10,google+naver,0,0,0,0,0,0
커즈와일 sp4 7,20,10,5,5,10,낮음,높음,73,0,0,10,10,10,10,10,10,20,10,20,10,20,10,google+naver,0,0,0,0,0,0
커즈와일 sp5 8,20,10,5,5,10,낮음,높음,94,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
커즈와일 sp6 7,20,10,5,5,10,높음,중간,33,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
커즈와일 sps4 8,20,10,5,5,10,낮음,낮음,21,0,0,30,10,10,10,10,10,20,10,10,10,10,10,google+naver,0,0,0,0,0,0
커즈와일 야마하,20,10,5,5,10,높음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 쳐,20,10,5,5,10,낮음,낮음,1,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
디지털 피아노 이사,20,10,5,5,10,높음,낮음,32,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 매입 시세,20,10,5,5,10,낮음,낮음,4,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
디지털 피아노 페달 수리,20,10,5,5,10,높음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
조율사 이종열,20,10,5,5,10,낮음,낮음,0,0,0,20,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 방음 방법,20,10,5,5,10,높음,높음,100,0,0,10,10,0,10,10,10,10,10,0,10,10,10,google+naver,0,0,0,0,0,0
음악 심리 지도사,20,10,5,5,10,높음,낮음,0,0,0,0,0,10,10,10,10,10,0,10,10,0,10,google+naver,0,0,0,0,0,0
음악 학원 운영,20,10,5,5,10,높음,낮음,14,0,0,10,10,10,10,10,10,10,10,0,10,10,10,google+naver,1,0,0,0,0,0
돌봄 지도사 자격증,20,10,5,5,10,높음,높음,81,496,1000,10,10,10,10,10,10,10,10,20,20,10,10,google+naver,0,0,0,0,0,0
방과후 교사 자격증 종류,20,10,5,5,10,낮음,낮음,27,0,0,10,10,20,10,10,10,20,10,10,10,10,10,google+naver,0,0,0,1,0,0
방과후 교실 자격,20,10,5,5,10,낮음,낮음,29,0,0,10,10,10,10,10,10,10,10,10,10,0,10,google+naver,0,0,0,1,0,0
백건우 쇼팽 녹턴,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,0,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
베토벤 달빛 소나타,20,10,5,5,10,낮음,낮음,0,0,0,10,10,20,20,10,10,10,10,20,10,10,10,google+naver,0,0,0,0,0,0
베토벤 즉흥 환상곡,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
베토벤 피아노 소나타 8 번 비창,20,10,5,5,10,낮음,낮음,5,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
소녀 의 기도 mp3,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,0,10,10,10,10,10,google+naver,0,0,0,0,0,0
쇼팽 녹턴 21,20,10,5,5,10,낮음,낮음,5,0,0,10,10,10,10,10,10,10,10,20,10,10,10,google+naver,0,0,0,0,0,0
쇼팽 녹턴 48 1,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,20,10,20,10,google+naver,0,0,0,0,0,0
쇼팽 녹턴 조성진,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,0,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
쇼팽 즉흥,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
이선희 의 소녀 의 기도,20,10,5,5,10,낮음,낮음,0,0,0,20,20,20,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
조성진 라 캄파넬라,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,20,10,google+naver,0,0,0,0,0,0
캐논 변주곡 피아노 mp3,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,10,0,10,0,0,0,10,10,0,0,google+naver,0,0,0,0,0,0
피아노 캐논 변주곡,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,20,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
피아노 클래식 캐논 변주곡,20,10,5,5,10,낮음,정보없음,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,google+naver,0,0,0,0,0,0
bts 피아노,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
웨딩 피아노,20,10,5,5,10,높음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
어벤져 스 피아노,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,0,10,10,10,google+naver,0,0,0,0,0,0
뉴 진스 피아노,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
love poem 악보 pdf,20,10,5,5,10,낮음,낮음,0,0,0,10,10,10,10,10,10,0,10,0,10,0,10,google+naver,0,0,0,0,0,0
love poem 피아노 악보,20,10,5,5,10,낮음,낮음,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,google+naver,0,0,0,0,0,0
